depth,seed,clean,cert0.05,attack0.05,cert0.1,attack0.1
10,0,0.1714922048997773,0.011135857461024499,0.05333333333333334,0.0,0.0
10,1,0.1091314031180401,0.0,0.0,0.0,0.0
10,2,0.45879732739420936,0.09131403118040089,0.14,0.07126948775055679,0.08666666666666667
