depth,clean,clean_std,cert0.05,cert0.05_std,attack0.05,attack0.05_std,cert0.1,cert0.1_std,attack0.1,attack0.1_std
10,0.2465,0.1865,0.0341,0.0498,0.0644,0.0707,0.0238,0.0411,0.0289,0.05
