depth,clean,clean_std,cert0.05,cert0.05_std,attack0.05,attack0.05_std,cert0.1,cert0.1_std,attack0.1,attack0.1_std
10,0.9696,0.0034,0.9258,0.0056,0.9267,0.0306,0.7951,0.0168,0.8911,0.0329
