depth,seed,clean,cert0.05,attack0.05,cert0.1,attack0.1
10,0,0.08685968819599109,0.08685968819599109,0.09333333333333334,0.08685968819599109,0.09333333333333334
10,1,0.0757238307349666,0.0757238307349666,0.06666666666666667,0.0757238307349666,0.06666666666666667
10,2,0.31403118040089084,0.0,0.1,0.0,0.06666666666666667
