config,seed,clean,noise0.1,noise0.2,noise0.3,wnoise0.1,wnoise0.3,wnoise0.5,cert0.05,cert0.1,q6,q4,q3,q2,p0.5,p0.8,p0.9
weight-noise const,8,0.977728285077951,0.9679287305122495,0.9004454342984409,0.7806236080178174,0.9801781737193764,0.9690423162583519,0.9469933184855235,0.0,0.0,0.9755011135857461,0.9799554565701559,0.9309576837416481,0.1714922048997773,0.9465478841870824,0.46993318485523383,0.25389755011135856
weight-noise inc,8,0.9799554565701559,0.9665924276169265,0.9064587973273941,0.7873051224944321,0.9775055679287306,0.9692650334075724,0.9452115812917594,0.0,0.0,0.9799554565701559,0.977728285077951,0.9220489977728286,0.15367483296213807,0.9487750556792873,0.4365256124721604,0.23608017817371937
interval+box const,8,0.9198218262806236,0.9091314031180401,0.8505567928730512,0.7628062360801782,0.9211581291759465,0.9164810690423163,0.9111358574610244,0.8775055679287305,0.7906458797327395,0.9198218262806236,0.9175946547884187,0.8975501113585747,0.2873051224944321,0.9198218262806236,0.9086859688195991,0.8864142538975501
interval+box inc,8,0.9443207126948775,0.9356347438752783,0.901336302895323,0.8111358574610245,0.9434298440979955,0.9376391982182627,0.9307349665924276,0.910913140311804,0.8351893095768375,0.9420935412026726,0.9354120267260579,0.9220489977728286,0.2516703786191537,0.9398663697104677,0.9309576837416481,0.8708240534521158
interval+box dec,8,0.8685968819599109,0.8476614699331849,0.7906458797327394,0.7053452115812917,0.8661469933184854,0.8587973273942093,0.8585746102449887,0.821826280623608,0.7260579064587973,0.8641425389755011,0.8463251670378619,0.7884187082405345,0.41202672605790647,0.8619153674832962,0.8285077951002228,0.7238307349665924
backprop,9,0.9755011135857461,0.9619153674832963,0.8997772828507795,0.7893095768374165,0.9732739420935413,0.9630289532293987,0.9233853006681516,0.0,0.0,0.9755011135857461,0.9732739420935412,0.89086859688196,0.12472160356347439,0.9198218262806236,0.2383073496659243,0.12249443207126949
backprop+noise,9,0.977728285077951,0.9752783964365257,0.9561247216035635,0.8993318485523385,0.9770601336302895,0.9743875278396438,0.9570155902004455,0.0,0.0,0.977728285077951,0.977728285077951,0.9265033407572383,0.060133630289532294,0.9732739420935412,0.38530066815144765,0.08463251670378619
interval const,9,0.9398663697104677,0.9091314031180401,0.7812917594654788,0.6407572383073497,0.9387527839643651,0.9412026726057905,0.9383073496659241,0.9131403118040089,0.8752783964365256,0.9420935412026726,0.9309576837416481,0.9220489977728286,0.22717149220489977,0.9309576837416481,0.9131403118040089,0.8307349665924276
interval inc,9,0.977728285077951,0.9476614699331851,0.8661469933184855,0.7158129175946548,0.9770601336302895,0.9730512249443208,0.9648106904231627,0.9198218262806236,0.7928730512249443,0.9799554565701559,0.9710467706013363,0.933184855233853,0.2383073496659243,0.9665924276169265,0.8552338530066815,0.5011135857461024
interval dec,9,0.8619153674832962,0.8033407572383073,0.6425389755011135,0.5178173719376392,0.8654788418708239,0.8605790645879733,0.8465478841870825,0.8262806236080178,0.7505567928730512,0.8619153674832962,0.8619153674832962,0.8017817371937639,0.2873051224944321,0.8641425389755011,0.8240534521158129,0.8062360801781737
weight-noise const,9,0.9755011135857461,0.9652561247216036,0.9075723830734967,0.8033407572383073,0.9757238307349667,0.9706013363028955,0.9463251670378618,0.0,0.0,0.977728285077951,0.9665924276169265,0.9398663697104677,0.30734966592427615,0.9532293986636972,0.4209354120267261,0.20489977728285078
weight-noise inc,9,0.977728285077951,0.9632516703786193,0.9037861915367482,0.7984409799554566,0.9761692650334076,0.96815144766147,0.9454342984409798,0.0,0.0,0.9755011135857461,0.9710467706013363,0.933184855233853,0.20489977728285078,0.933184855233853,0.311804008908686,0.21380846325167038
interval+box const,9,0.8151447661469933,0.7897550111358576,0.756347438752784,0.6817371937639198,0.8142538975501112,0.8102449888641425,0.8082405345211582,0.7706013363028953,0.7060133630289532,0.8485523385300668,0.8374164810690423,0.8151447661469933,0.15812917594654788,0.8552338530066815,0.8040089086859689,0.8040089086859689
interval+box inc,9,0.9376391982182628,0.9267260579064587,0.8973273942093541,0.8095768374164811,0.9336302895322939,0.9311804008908686,0.918708240534521,0.8841870824053452,0.77728285077951,0.9376391982182628,0.9398663697104677,0.8841870824053452,0.12472160356347439,0.933184855233853,0.9220489977728286,0.8685968819599109
interval+box dec,9,0.77728285077951,0.7572383073496659,0.7031180400890868,0.6238307349665924,0.7732739420935413,0.7730512249443208,0.7556792873051225,0.7371937639198218,0.6391982182628062,0.7683741648106904,0.7572383073496659,0.7104677060133631,0.47216035634743875,0.77728285077951,0.7371937639198218,0.7282850779510023
